PRIMARY_SAMPLE_UNIT,YEAR,latitude,longitude,REGION,total_cover,annual_dhw,distance_to_thermal_km
2550.0,2016,24.57066,-82.92463,Tortugas,100.0,0.0,0.4845657008540457
2551.0,2016,24.58288,-82.88835,Tortugas,100.0,0.0,1.60845607580396
2552.0,2016,24.60271,-82.97823,Tortugas,81.0,0.0,2.4998702286133043
2556.0,2016,24.72403,-82.80654,Tortugas,97.0,0.0,1.8681077329652518
2570.0,2016,24.61438,-82.90212,Tortugas,84.0,0.0,2.597161707773442
2576.0,2016,24.59865,-82.87169,Tortugas,74.0,0.0,2.6505643538500947
2581.0,2016,24.61007,-82.87096,Tortugas,87.0,0.0,1.709819873834818
2597.0,2016,24.7132,-82.844,Tortugas,70.0,0.0,2.3247822406753196
2598.0,2016,24.60734,-82.90277,Tortugas,53.0,0.0,2.9845430229135004
2608.0,2016,24.65349,-82.8324,Tortugas,45.0,0.0,2.506156020529244
2610.0,2016,24.66101,-82.80141,Tortugas,63.0,0.0,2.846976212029202
2611.0,2016,24.66871,-82.81084,Tortugas,36.0,0.0,1.5931522817667816
2636.0,2016,24.58943,-82.95677,Tortugas,56.0,0.0,2.444007709560955
2665.0,2016,24.6772,-82.99448,Tortugas,86.0,0.0,1.9827660473086124
2678.0,2016,24.72227,-82.98708,Tortugas,98.0,0.0,1.2568699996091979
2687.0,2016,24.67824,-83.01801,Tortugas,99.0,0.0,0.7928368097878931
2691.0,2016,24.69374,-83.01121,Tortugas,61.0,0.0,2.5064686763118518
2695.0,2016,24.70196871,-83.0334847,Tortugas,78.0,0.0,2.7011602685508085
2701.0,2016,24.50428,-82.25288,Tortugas,69.0,0.0,3.212154371839649
3000.0,2016,18.37813,-67.483492,PRICO,96.0,0.4700001,0.9607284267169228
3001.0,2016,26.20328333,-80.08675,SEFCRI,100.0,0.0,2.6846509489792165
3002.0,2016,18.38568,-67.471123,PRICO,82.0,0.4700001,1.2562647870046384
3002.0,2016,26.1882,-80.0886,SEFCRI,99.0,0.0,1.9984560761139614
3004.0,2016,18.376626,-67.477283,PRICO,100.0,0.4700001,0.3006977661985938
3004.0,2016,26.16218333,-80.09666667,SEFCRI,100.0,0.0,2.589496255352819
3005.0,2016,18.393349,-67.484227,PRICO,100.0,0.4700001,2.260441058130359
3006.0,2016,18.381132,-67.486665,PRICO,100.0,0.4700001,1.406601174014526
3008.0,2016,18.378872,-67.483817,PRICO,100.0,0.4700001,1.024612766693981
3009.0,2016,18.381122,-67.472087,PRICO,100.0,0.4700001,0.7471852487416784
3009.0,2016,26.0847,-80.0998,SEFCRI,100.0,0.0,2.7008926788199648
3010.0,2016,18.38355,-67.488995,PRICO,100.0,0.4700001,1.7558124102989299
3011.0,2016,18.390629,-67.477781,PRICO,100.0,0.4700001,1.7623602587433904
3012.0,2016,18.377535,-67.480614,PRICO,100.0,0.4700001,0.6554766601916269
3014.0,2016,18.048525,-67.874492,PRICO,100.0,0.9914291,2.6162590639673975
3015.0,2016,18.097826,-67.939413,PRICO,100.0,0.98857194,2.959646712544925
3016.0,2016,26.00153333,-80.11191667,SEFCRI,100.0,0.0,2.9190849508792005
3017.0,2016,18.05805,-67.85623,PRICO,100.0,1.1371435,2.7376222378311468
3019.0,2016,18.06706,-67.85047,PRICO,75.0,1.1371435,2.740175765467527
3020.0,2016,18.092482,-67.945979,PRICO,93.0,0.98857194,2.9483573103189604
3021.0,2016,18.0572,-67.86447,PRICO,100.0,1.1371435,2.271660003825408
3021.0,2016,25.92596667,-80.10536667,SEFCRI,98.0,0.0,1.9671076345528413
3022.0,2016,18.06148,-67.85976,PRICO,100.0,1.1371435,2.2044672068290487
3026.0,2016,18.071926,-67.852158,PRICO,97.0,1.1371435,2.4395375541263897
3028.0,2016,18.05182,-67.90359,PRICO,29.0,0.98857194,3.4307915411237304
3030.0,2016,25.87205,-80.11191667,SEFCRI,98.0,0.0,1.350185899567894
3031.0,2016,17.87822,-67.137132,PRICO,98.0,0.60142815,1.3320994540640319
3034.0,2016,17.895377,-67.014273,PRICO,100.0,0.29571417,2.534335578062711
3035.0,2016,17.908296,-67.028276,PRICO,100.0,0.29857123,1.8897676149402638
3036.0,2016,17.91142,-67.08159,PRICO,70.0,0.45142826,1.6633294597529076
3036.0,2016,25.80918333,-80.09966667,SEFCRI,100.0,0.0,3.031313009598353
3037.0,2016,25.80663333,-80.10753333,SEFCRI,100.0,0.0,2.6893230643708876
3040.0,2016,18.003446,-67.353085,PRICO,94.0,0.4657139,3.334511040613691
3040.0,2016,25.80368333,-80.0914,SEFCRI,100.0,0.0,2.8834306994262926
3042.0,2016,18.021962,-67.351296,PRICO,81.0,0.4657139,2.5299113471556134
3045.0,2016,26.21538333,-80.08393333,SEFCRI,91.0,0.0,1.392194210411031
3046.0,2016,18.162649,-67.320253,PRICO,100.0,0.0,1.4625614779352933
3048.0,2016,17.92213,-66.99966,PRICO,77.0,0.29285708,2.62783426815201
3053.0,2016,17.981211,-67.332557,PRICO,78.0,0.4699996,1.0555080183021257
3054.0,2016,18.013335,-67.285736,PRICO,100.0,0.3028571,1.7237391000592956
3057.0,2016,17.862056,-66.285793,PRICO,100.0,0.64571464,1.8373731760906822
3057.0,2016,26.08965,-80.09368333,SEFCRI,79.0,0.0,2.47628292080184
3058.0,2016,17.86295,-66.15689,PRICO,99.0,0.70285666,2.3387855026935513
3058.0,2016,26.05528333,-80.0981,SEFCRI,98.0,0.0,3.1828661751415983
3059.0,2016,26.03543333,-80.10108333,SEFCRI,100.0,0.0,2.656987216897525
3060.0,2016,17.8969,-66.13382,PRICO,95.0,0.8699996,2.607616620092501
3061.0,2016,25.96068333,-80.1022,SEFCRI,98.0,0.0,2.781197421827161
3064.0,2016,17.875288,-67.095674,PRICO,100.0,0.30571416,2.187623288622976
3064.0,2016,25.86881667,-80.10455,SEFCRI,95.0,0.0,2.1591825338148323
3065.0,2016,17.877852,-67.094356,PRICO,91.0,0.30571416,2.0723027966351935
3066.0,2016,25.85471667,-80.09971667,SEFCRI,100.0,0.0,3.346724516171535
3067.0,2016,17.886622,-67.04928,PRICO,100.0,0.29571417,2.8759465204558294
3067.0,2016,25.83123333,-80.09333333,SEFCRI,100.0,0.0,1.9608646119839264
3069.0,2016,17.8937,-67.029934,PRICO,92.0,0.29571417,2.1438567678093143
3069.0,2016,26.21775,-80.08175,SEFCRI,83.0,0.0,1.0505947579746484
3071.0,2016,17.905963,-67.292132,PRICO,89.0,0.4799997,2.7869990746771447
3071.0,2016,26.04476667,-80.09836667,SEFCRI,100.0,0.0,3.206007828715589
3072.0,2016,17.906977,-67.271836,PRICO,100.0,0.4799997,2.032194405599807
3072.0,2016,25.99623,-80.10095,SEFCRI,100.0,0.0,3.369254072368091
3073.0,2016,17.909828,-67.239702,PRICO,100.0,0.6171433,2.2945280906437366
3076.0,2016,17.915699,-67.085077,PRICO,91.0,0.45142826,1.485248932403016
3077.0,2016,17.92039,-67.009076,PRICO,90.0,0.29857123,1.7612539206319777
3078.0,2016,17.94476,-66.80973,PRICO,100.0,0.6228577,2.7271696770251626
3078.0,2016,25.92745,-80.09991667,SEFCRI,100.0,0.0,2.5061233441232957
3081.0,2016,17.986569,-67.32666,PRICO,97.0,0.4699996,1.297601682784265
3083.0,2016,18.032205,-67.330923,PRICO,51.0,0.4528573,1.0164616918895333
3083.0,2016,25.83775,-80.0995,SEFCRI,100.0,0.0,2.8317689876753867
3085.0,2016,17.8761,-66.17447,PRICO,22.0,0.70285666,0.13469614340752506
3085.0,2016,26.23083333,-80.06935,SEFCRI,100.0,0.0,0.8590541070884312
3087.0,2016,17.891158,-67.13554,PRICO,0.0,0.60142815,2.114316855372292
3089.0,2016,17.990444,-67.348844,PRICO,12.0,0.4699996,3.050224658519371
3089.0,2016,25.76966667,-80.08826667,SEFCRI,100.0,0.0,1.4544596572102766
3091.0,2016,26.19516667,-80.0795,SEFCRI,100.0,0.0,2.2865236290115614
3093.0,2016,17.91831,-67.10453,PRICO,96.0,0.60857093,2.290787851435671
3094.0,2016,17.9205,-67.07308,PRICO,80.0,0.45142826,0.5405343521965764
3094.0,2016,26.11138333,-80.08658333,SEFCRI,76.0,0.0,1.904971516467173
3095.0,2016,17.926345,-66.942215,PRICO,96.0,0.29142857,1.8270785010747508
3095.0,2016,26.0635,-80.09391667,SEFCRI,93.0,0.0,2.281390702898005
3097.0,2016,17.96082,-66.79746,PRICO,25.0,1.1185709,2.851516212768463
3097.0,2016,26.03021667,-80.09455,SEFCRI,97.0,0.0,2.0372141608870353
3098.0,2016,17.89417,-66.52585,PRICO,96.0,0.8357144,2.1334968958868155
3099.0,2016,25.98675,-80.09298333,SEFCRI,232.0,0.0,2.2214611682307615
3100.0,2016,18.046957,-67.390244,PRICO,90.0,0.4657139,2.9249465709263553
3102.0,2016,18.149305,-67.335582,PRICO,99.0,0.14428563,2.9246024090539717
3105.0,2016,17.93199,-67.10159,PRICO,49.0,0.60857093,2.596439011324377
3105.0,2016,25.8614,-80.09255,SEFCRI,100.0,0.0,2.31702352512756
3107.0,2016,17.94542,-66.96798,PRICO,70.0,0.29285708,2.388845460031214
3108.0,2016,26.23311667,-80.0742,SEFCRI,396.0,0.0,0.9054175408639965
3109.0,2016,18.032617,-67.285221,PRICO,98.0,0.3028571,1.3728377158822918
3110.0,2016,17.885646,-66.459624,PRICO,95.0,0.98571444,2.012726227152017
3110.0,2016,26.14783333,-80.08213333,SEFCRI,100.0,0.0,2.636794145502207
3113.0,2016,17.904155,-66.497579,PRICO,77.0,1.0200001,3.328363736084564
3115.0,2016,26.07166667,-80.09243333,SEFCRI,91.0,0.0,1.7798926659472976
3117.0,2016,17.877358,-66.539874,PRICO,97.0,0.8357144,1.5955947749949155
3117.0,2016,26.03328333,-80.09428333,SEFCRI,400.0,0.0,2.135075608871779
3118.0,2016,17.915488,-67.032189,PRICO,100.0,0.29857123,1.3029517171358378
3119.0,2016,17.920935,-67.233934,PRICO,73.0,0.6171433,1.0472878630227547
3119.0,2016,26.17466667,-80.07573333,SEFCRI,400.0,0.0,0.08177896515385842
3120.0,2016,26.09685,-80.08391667,SEFCRI,100.0,0.0,2.587022972835382
3124.0,2016,26.02235,-80.08726667,SEFCRI,100.0,0.0,1.2602175938194033
3125.0,2016,26.01696667,-80.08816667,SEFCRI,100.0,0.0,1.589963184299019
3126.0,2016,18.131583,-67.314946,PRICO,99.0,0.14428563,1.2906084010667969
3127.0,2016,25.99411667,-80.08916667,SEFCRI,80.0,0.0,2.553319262837445
3128.0,2016,18.136183,-67.313473,PRICO,88.0,0.14428563,1.7410436366895694
3138.0,2016,26.13005,-80.08028333,SEFCRI,100.0,0.0,0.770091531414449
3139.0,2016,26.09796667,-80.08296667,SEFCRI,400.0,0.0,2.674219607697662
3140.0,2016,26.09626667,-80.08293333,SEFCRI,100.0,0.0,2.4933136383079946
3142.0,2016,26.06533333,-80.09283333,SEFCRI,100.0,0.0,2.0802862644869635
3143.0,2016,26.05881667,-80.0857,SEFCRI,98.0,0.0,2.0931611610161274
3144.0,2016,26.05753333,-80.08658333,SEFCRI,100.0,0.0,2.2609131915749807
3150.0,2016,25.78821667,-80.08813333,SEFCRI,100.0,0.0,1.9716251188333562
3152.0,2016,26.22498333,-80.06966667,SEFCRI,100.0,0.0,0.5324577854678094
3154.0,2016,26.19408333,-80.06995,SEFCRI,85.0,0.0,2.1807564188279276
3160.0,2016,26.29583333,-80.07473333,SEFCRI,100.0,0.0,2.316548780134988
3162.0,2016,26.3288,-80.0662,SEFCRI,83.0,0.0,0.9736934375502208
3165.0,2016,26.31065,-80.06546667,SEFCRI,100.0,0.0,1.8578015246345787
3167.0,2016,26.36958333,-80.05446667,SEFCRI,100.0,0.0,2.1328486107566285
3172.0,2016,26.33358333,-80.05776667,SEFCRI,100.0,0.0,1.9649954859317806
3174.0,2016,26.30063333,-80.06013333,SEFCRI,100.0,0.0,3.0888525546503547
3175.0,2016,26.37746667,-80.05298333,SEFCRI,42.0,0.0,2.210817031353829
3178.0,2016,26.28233333,-80.06113333,SEFCRI,100.0,0.0,1.6054139030059624
3184.0,2016,17.936475,-66.91361,PRICO,84.0,0.29142857,1.7549939572658213
3185.0,2016,26.55986667,-80.0273,SEFCRI,46.0,0.0,1.6987093519909453
3186.0,2016,26.55917,-80.0285,SEFCRI,308.0,0.0,1.7947734639307598
3189.0,2016,26.67643333,-80.01633333,SEFCRI,300.0,0.0,0.8758287358823285
3194.0,2016,26.48481667,-80.0405,SEFCRI,94.0,0.0,1.8893147042084575
3195.0,2016,17.8959,-66.1286,PRICO,67.0,0.8699996,2.3548605236427576
3195.0,2016,26.41563333,-80.0505,SEFCRI,400.0,0.0,2.7446026315753382
3196.0,2016,17.9054,-66.0906,PRICO,100.0,0.8799996,2.733864274346104
3199.0,2016,26.5862,-80.02448333,SEFCRI,86.0,0.0,1.2459402453914796
3202.0,2016,26.56241667,-80.02566667,SEFCRI,38.0,0.0,1.4012737247510367
3203.0,2016,26.50883333,-80.03383333,SEFCRI,100.0,0.0,2.0010871992912134
3206.0,2016,26.40071667,-80.05091667,SEFCRI,100.0,0.0,3.7328405597512804
3207.0,2016,26.56608333,-80.0255,SEFCRI,73.0,0.0,0.9932353950794702
3208.0,2016,17.8809,-66.1745,PRICO,0.0,0.70285666,0.6582064546770737
3210.0,2016,26.43696667,-80.04603333,SEFCRI,94.0,0.0,2.4809782244299803
3212.0,2016,26.74003333,-80.03408333,SEFCRI,75.0,0.0,1.8988225509138743
3213.0,2016,17.96109,-66.73229,PRICO,100.0,0.9914283,1.728586369229709
3214.0,2016,26.99538333,-80.06475,SEFCRI,52.0,0.0,2.4832498474229348
3217.0,2016,26.98758333,-80.01078333,SEFCRI,100.0,0.0,1.985167456338895
3222.0,2016,26.96173333,-80.00253333,SEFCRI,84.0,0.0,2.6713747952235933
3223.0,2016,17.97051,-66.75314,PRICO,24.0,1.1185709,2.3657013621239393
3224.0,2016,26.98758333,-80.00381667,SEFCRI,47.0,0.0,2.5224407905419035
3225.0,2016,26.94163333,-80.00311667,SEFCRI,100.0,0.0,2.8506899671664865
3226.0,2016,26.94015,-80.0101,SEFCRI,80.0,0.0,2.2403210497427333
3229.0,2016,17.916508,-67.152425,PRICO,61.0,0.6128576,2.5687457644992975
3229.0,2016,26.91263333,-80.0323,SEFCRI,57.0,0.0,1.554184767351453
3230.0,2016,26.91148333,-80.02475,SEFCRI,100.0,0.0,1.5035312997478887
3231.0,2016,26.90466667,-80.0296,SEFCRI,66.0,0.0,2.306809569526968
3240.0,2016,26.8628,-80.02373333,SEFCRI,19.0,0.0,1.3623979149587149
3250.0,2016,26.74183333,-80.00923333,SEFCRI,100.0,0.0,2.4399079746640973
3254.0,2016,26.91433333,-80.0115,SEFCRI,380.0,0.0,1.788715341121546
3257.0,2016,26.86488333,-80.01723333,SEFCRI,79.0,0.0,1.363510042873007
3259.0,2016,26.83283333,-80.0172,SEFCRI,400.0,0.0,1.1649248649269512
3261.0,2016,26.76881667,-80.01273333,SEFCRI,100.0,0.0,1.3986865972749294
3262.0,2016,26.77115,-80.01158333,SEFCRI,96.0,0.0,1.3992380693615774
3265.0,2016,27.125883,-80.134167,SEFCRI,100.0,0.0,0.9117559563109721
3266.0,2016,27.11625,-80.128917,SEFCRI,100.0,0.0,1.0470620671387334
3270.0,2016,27.107083,-80.1235,SEFCRI,42.0,0.0,1.997859501900764
3279.0,2016,27.14025,-80.0719167,SEFCRI,100.0,0.0,1.7230348021732569
3280.0,2016,26.99275,-80.01536667,SEFCRI,100.0,0.0,2.1918784926214294
3285.0,2016,26.99538333,-80.06475,SEFCRI,52.0,0.0,2.4832498474229348
3286.0,2016,27.090833,-80.042417,SEFCRI,90.0,0.0,2.463839972758777
3288.0,2016,27.06621667,-80.04386667,SEFCRI,88.0,0.0,2.108056171434741
3289.0,2016,27.05635,-80.03386667,SEFCRI,93.0,0.0,2.2523848215583624
3623.0,2016,26.8993,-80.01078333,SEFCRI,21.0,0.0,3.047841957531123
3624.0,2016,26.86821667,-80.01325,SEFCRI,90.0,0.0,1.3883735693015855
3635.0,2016,26.83075,-80.00008333,SEFCRI,100.0,0.0,2.5537498824213545
3800.0,2016,26.19573333,-80.07925,SEFCRI,100.0,0.0,2.3437041832142267
1004.0,2018,24.53334,-81.86984,FLK,98.0,3.0471427,1.0644085268757872
1008.0,2018,24.552333,-81.685733,FLK,99.0,3.9385693,2.744592416058885
1014.0,2018,24.95012,-80.55208,FLK,100.0,5.6171455,3.6052771163266693
1018.0,2018,25.3322,-80.2334,FLK,47.0,1.7285722,1.1626992834937862
1020.0,2018,24.521733,-81.652317,FLK,100.0,3.1385713,2.3236173011505965
1030.0,2018,24.5348,-81.632267,FLK,97.0,3.1500003,1.3139138617619497
1031.0,2018,24.47869,-81.96274,FLK,23.0,2.6214304,1.3071910334107626
1037.0,2018,24.55937,-81.47856,FLK,83.0,3.61857,1.7752470824028297
1043.0,2018,24.48484,-81.85841,FLK,68.0,2.5285728,2.0042403511756746
1047.0,2018,24.50585,-81.709333,FLK,70.0,3.0157142,2.6550528822957427
1050.0,2018,24.72065,-80.92662,FLK,100.0,3.882859,0.5111682792783113
1053.0,2018,24.68983,-81.03317,FLK,86.0,3.1142871,1.84371462996248
1059.0,2018,24.90323,-80.61779,FLK,35.0,5.572859,2.5281025678131392
1065.0,2018,25.04154,-80.42761,FLK,83.0,1.5099992,1.8576557408469734
1067.0,2018,25.23881,-80.23891,FLK,62.0,0.58285743,2.0765086371298134
1068.0,2018,25.061133,-80.397017,FLK,76.0,1.1457139,2.700624010039226
1080.0,2018,25.66133,-80.10251,FLK,40.0,0.0,2.719460401241633
1082.0,2018,25.34985,-80.1637215,FLK,89.0,0.14571436,2.98628171008062
1085.0,2018,25.3689129,-80.1814807,FLK,73.0,0.74571466,0.9389791721440418
1086.0,2018,25.4707,-80.136,FLK,95.0,0.29714307,1.2028813870361657
1089.0,2018,25.3544764,-80.13835655,FLK,76.0,0.0,2.647073997747503
1091.0,2018,25.3743363,-80.1824381,FLK,91.0,0.74571466,0.7506166050139486
1095.0,2018,25.4139322,-80.1583087,FLK,100.0,0.92142904,2.080013269648711
1097.0,2018,25.4093774,-80.1513806,FLK,95.0,0.92142904,2.940646268776061
1100.0,2018,25.3741619,-80.1516268,FLK,76.0,0.74571466,2.350400688730276
1101.0,2018,25.422951,-80.1572517,FLK,94.0,0.92142904,1.797246690559041
1106.0,2018,24.45258,-81.93717,FLK,100.0,2.504287,2.7811576625772756
1112.0,2018,24.63507,-81.09106,FLK,5.0,2.8299983,1.9716623382818106
1113.0,2018,24.86896,-80.60283,FLK,51.0,2.8700008,2.3359462134883575
1123.0,2018,25.040083,-80.38015,FLK,55.0,0.46571413,1.7551909356379027
1127.0,2018,25.2121,-80.220717,FLK,66.0,0.58285743,1.4985523613973637
1130.0,2018,25.5374,-80.1137,FLK,64.0,0.29571444,1.7854751172911187
1138.0,2018,25.12604,-80.29301,FLK,61.0,0.15000005,1.8166630337049938
1154.0,2018,24.68293,-80.97189,FLK,88.0,2.9414306,0.9359799932330135
1155.0,2018,24.901233,-80.568933,FLK,19.0,3.0371444,2.7131061569426307
1158.0,2018,25.2301,-80.22808,FLK,90.0,0.58285743,0.6453153973804836
1162.0,2018,24.98817,-80.41769,FLK,1.0,0.9042852,1.638871650409362
1168.0,2018,25.5887,-80.0973,FLK,74.0,0.0,2.7054165253026525
1172.0,2018,24.47273,-81.81496,FLK,69.0,2.3885727,1.047584814512707
1189.0,2018,24.5992,-81.2562,FLK,47.0,3.5199997,3.2942960421453766
1198.0,2018,24.9577,-80.43355,FLK,46.0,0.9042852,2.1084186896609154
1226.0,2018,25.72952,-80.10028,FLK,90.0,0.0,2.5273630177724025
1230.0,2018,25.5634722,-80.0985319,FLK,80.0,0.0,2.6858080385279135
1231.0,2018,24.538233,-81.453367,FLK,92.0,3.1985724,2.637459002103091
1236.0,2018,24.57032,-81.31096,FLK,88.0,3.5142856,1.5127628311290602
1244.0,2018,24.95724,-80.44915,FLK,78.0,0.9042852,3.134893766596556
1245.0,2018,25.174083,-80.2342,FLK,39.0,0.0,0.9308502542068335
1254.0,2018,25.058367,-80.39885,FLK,19.0,1.1457139,3.0314234484337033
1256.0,2018,24.4827,-81.712217,FLK,35.0,2.3957155,1.5514583996067144
1257.0,2018,24.45254,-81.87693,FLK,100.0,2.5285728,2.505682277118203
1274.0,2018,24.46324,-81.83986,FLK,83.0,2.3885727,1.9930381391088294
1275.0,2018,24.46214,-81.83986,FLK,95.0,2.3885727,2.0753884178766633
1286.0,2018,24.62732,-81.10985,FLK,59.0,3.2085736,1.553718771524594
1288.0,2018,25.02931,-80.35126,FLK,86.0,0.46571413,2.440172772230952
1303.0,2018,25.2939,-80.163067,FLK,76.0,0.0,2.4199441437197597
1306.0,2018,25.4002317,-80.1315614,FLK,86.0,0.0,2.832006039946028
1317.0,2018,24.54464,-81.40674,FLK,67.0,3.175716,2.86031908787211
1319.0,2018,24.47755,-81.718033,FLK,77.0,2.3957155,0.7602745045247005
1333.0,2018,24.77372,-80.721,FLK,64.0,2.3871427,0.4288291538036538
1345.0,2018,24.62293,-81.11282,FLK,91.0,3.2085736,1.2532807905648649
1348.0,2018,24.88607,-80.56187,FLK,65.0,1.5471437,1.808497444173581
1357.0,2018,25.006817,-80.3761,FLK,95.0,0.46571413,2.0250207367562187
1359.0,2018,25.5427,-80.0987,FLK,98.0,0.0,3.0863108805942603
1363.0,2018,25.568902,-80.1004823,FLK,48.0,0.29142871,2.551833295740922
1367.0,2018,24.52858,-81.48324,FLK,70.0,3.1985724,0.9231154867475059
1368.0,2018,24.43622,-81.9379,FLK,89.0,1.4599992,1.8056734472579372
1373.0,2018,24.43341,-81.95053,FLK,87.0,1.1528566,2.6484251733041004
1374.0,2018,24.44649,-81.90057,FLK,68.0,1.4599992,3.4389730847375346
1375.0,2018,24.494667,-81.638167,FLK,93.0,2.3871446,2.559837869242327
1379.0,2018,24.45191,-81.86812,FLK,69.0,2.5285728,2.66110176732269
1383.0,2018,24.72227,-80.81535,FLK,87.0,2.8814275,1.021494141155104
1384.0,2018,24.56749,-81.30466,FLK,70.0,3.5142856,2.2205684091909186
1386.0,2018,24.83634,-80.63065,FLK,98.0,1.6828576,1.3830873258786558
1387.0,2018,24.8972,-80.5379,FLK,88.0,0.92571354,2.7904138950087924
1390.0,2018,25.24416,-80.19222,FLK,92.0,0.0,2.745004218842778
1391.0,2018,25.03421,-80.34565,FLK,96.0,0.0,2.3184415051061507
1393.0,2018,25.11927,-80.2754,FLK,90.0,0.15000005,0.6384086306564394
1394.0,2018,24.97508,-80.41877,FLK,89.0,0.9042852,0.6283284408707379
1397.0,2018,25.4967,-80.104,FLK,6.0,0.29714307,3.2039502516686404
1398.0,2018,25.466925,-80.1101944,FLK,89.0,0.29714307,1.7374645419340389
1400.0,2018,25.6004,-80.0903,FLK,85.0,0.0,3.1359956256749233
1517.0,2018,25.3348985,-80.2373532,FLK,93.0,1.7285722,1.658393474098053
1519.0,2018,25.4645658,-80.169893,FLK,75.0,1.0900003,1.2691991442683592
1552.0,2018,24.67428,-81.06032,FLK,96.0,4.048572,1.4859365911320281
1605.0,2018,24.48535,-81.84261,FLK,40.0,2.3885727,2.120664172063859
1629.0,2018,25.12357,-80.30173,FLK,67.0,1.1057143,2.348549092833552
1630.0,2018,25.6077094,-80.0972045,FLK,8.0,0.0,2.941268898030795
1636.0,2018,25.10519,-80.30716,FLK,98.0,1.1057143,2.842549561511354
1669.0,2018,25.3876137,-80.1356279,FLK,87.0,0.0,1.762263663810411
1884.0,2018,24.59374,-81.20877,FLK,87.0,3.0671422,2.6524137708694493
2002.0,2018,24.64455,-83.07517,Tortugas,95.0,0.0,2.1739251145755922
2003.0,2018,24.60941,-83.09611,Tortugas,73.0,0.0,2.749002400821816
2004.0,2018,24.63611,-83.04633,Tortugas,80.0,0.0,2.484707888493597
2006.0,2018,24.63453,-83.10352,Tortugas,89.0,0.0,2.4166585884664697
2008.0,2018,24.61273,-83.09866,Tortugas,100.0,0.0,2.7531089455474547
2014.0,2018,24.63819,-83.06826,Tortugas,50.0,0.0,1.6173553309729631
2026.0,2018,24.63196,-83.03745,Tortugas,82.0,0.0,1.477236296868439
2033.0,2018,24.61077,-83.03641,Tortugas,78.0,0.0,1.9579819358612929
2036.0,2018,24.63184,-83.10139,Tortugas,78.0,0.0,2.505487956877669
